mass,force,perc. unc. force,pressure,perc. unc. pressure,abs. unc. pressure,volume,log pressure,abs. unc. log pressure,log_volume,abs. unc. log volume
1.054,10.33974,0.009487666034155597,16322.36392863513,0.7137130181468317,116.49483622797156,3e-06,4.212783056796229,2.0663066751697636,-5.522878745280337,-5.698970004336018
2.0491,20.101671000000003,0.009760382606998195,31732.595755375947,0.7139857347196743,226.56620694964514,7.666666666666667e-06,4.501505599239614,2.355195133992794,-5.1153934187020695,-5.698970004336018
3.0382000000000002,29.804742000000005,0.009874267658481995,47049.91089941106,0.7140996197711581,335.983234835363,1.2333333333333334e-05,4.672558805320539,2.5263176071513196,-4.908919530652667,-5.698970004336018
4.0004,39.243924,0.009999000099990002,61950.649582648926,0.7142243522126661,442.466625673213,1.7666666666666668e-05,4.792045864524526,2.645880518350039,-4.7528453851188734,-5.698970004336018
4.982,48.87342,0.010036130068245684,77151.8188733019,0.7142614821809218,551.0657250139864,2.2e-05,4.887346169120189,2.7412033997748755,-4.657577319177793,-5.698970004336018
5.9814,58.677534,0.010031096398836394,92628.64098931514,0.7142564485115125,661.6060414347614,2.566666666666667e-05,4.966745292301718,2.820599462309001,-4.59063052954718,-5.698970004336018
