height (m),volume (m^3),flow rate,perc. unc. volume,perc. unc. flow_rate
0.26,0.00088,4.4e-05,11.363636363636363,16.363636363636363
0.34,0.0009966666666666668,4.9833333333333336e-05,10.033444816053512,15.033444816053512
0.42,0.0011133333333333336,5.566666666666668e-05,8.982035928143711,13.982035928143711
0.48,0.0012433333333333335,6.216666666666667e-05,8.04289544235925,13.04289544235925
0.62,0.0014033333333333333,7.016666666666666e-05,7.1258907363420425,12.125890736342043
